ID_Lands,ColorType,AnnounceTH,CodeDeed,TypeCode,CodeProperty,SellPrice,Costestimate,CostestimateB,MarketPrice,PriceWA,LandR,LandG,LandWA,Land,Deed,RoadType,RoadWide,GroundLevel,GroundValue,MoreDetails,Latitude,Longitude,AsseStatus,ObservationPoint,Location,LProvince,LAmphur,LDistrict,LZipCode,ContactUo,ContactSo,ContactUt,ContactSt,ContactU,ContactS,Place,Blind,Neareducation,Cenmarket,Market,River,Mainroad,Insoi,Letc,WxD,LandAge,PPStatus,ImageEX,Owner,Created,UserType
l2407,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่หลายเนินสวยมากหายากเป็นส่วนตัว ขายที่ดินเขาใหญ่ 113 ไร่มีโฉนด วิวบนเนิน360° ,l2407, ,564554,225000000,226000000,225000000,226100000,4977.87611,113.0,0,0.0,100800*80000,น.ส.3,โคลน,4 เมตร,สูงกว่าถนน,1.54,ายที่ดินเขาใหญ่ปากช่องนครราชสีมา หลายเนินสวยมากหายากเป็นส่วนตัว มีโฉนด วิวบนเนิน 360° ติดถนนใหญ่/ถนนสาธารณะ 2 ด้าน ไฟฟ้า 3 Phase พร้อมเข้า เหมาะสำหรับทำรีสอร์ท Retreat หรือไวน์เนอรี่ มี Private gate อยู่ 3 กิโลเมตรจากสนามกอล์ฟ Toscana Valley Country Club ขายยกแปลง 113 ไร่ ไร่ละ 1.99 ล้านบาท ราคารวม 225 ล้านบาท ติดต่อ คุณใหญ่ 081-910-9838,14.489069699999998,101.54754090000002,ฝากขาย, ,"โป่งตาลอง, ปากช่อง, นครราชสีมา",นครราชสีมา,ปากช่อง,โป่งตาลอง,30130,589139.0, ,589139, ,589139,เจ้าของ, ,0,0,0,0,1,1,0, , ,7,ยังไม่ขาย,https://landvist.xyz/images/img_1590717766856.jpg,58,2020-05-29 09:01:52,Short-Term
l2486,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB1,l2486, , ,750000,0,0,0,7500.0,0.0,1,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071912579251038,99.87626749475098,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,7,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595846552314.jpg,79,1477-07-22 01:41:20,Short-Term
l2525,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงA5,l2525, , ,600000,0,0,0,6000.0,0.0,1,0.0,20*20,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.07178345400539,99.87639114078371,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, , ,7,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595846663426.jpg,79,1477-07-22 01:51:56,Short-Term
l2542,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายด่วน ที่ดินที่เชียงราย ราคาถูกมาก เจ้าของขายเอง,l2542, , ,9500000,0,0,0,1250.0,19.0,0,0.0,0,น.ส.3ก.,โคลน,4 เมตร,สูงกว่าถนน,0.0, ,19.9466681,99.9952717,ฝากขาย,-,เวียงเชียงรุ้ง,เชียงราย,เวียงเชียงรุ้ง,ป่าซาง,57210,796859.0, ,796859, ,796859,เจ้าของ, ,1,1,0,1,0,0,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l2724,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดินเปล่า ต. หารแก้ว อ. หางดง จ. เชียงใหม่,l2724, ,3231113466,19200000,19850000,19900000,19900000,2812.36268,17.0,0,27.0,600*760,น.ส.3,โคลน,4 เมตร,ต่ำกว่าถนน,0.53,ที่ดินเปล่า ต. หารแก้ว อ. หางดง จ. เชียงใหม่,18.648360399999987,98.9300538,ขายฝาก,-," ต. หารแก้ว อ. หางดง จ. เชียงใหม่ หารแก้ว, หา",เชียงใหม่,หางดง,หารแก้ว,50230,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,22,ยังไม่ขาย,https://landvist.xyz/images/img_1590718000420.jpg,58,Invalid date,Long-Term
l2872,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ที่ดินเปล่าหมู่บ้านชัยพฤกษ์,l2872, ,452,1800000,2000000,2000000,2500000,15000.0,0.0,1,20.0,24*20,น.ส.3,คอนกรีต,8 เมตร,สูงกว่าถนน,0.2, พื้นที่รวม 120 ตารางวา บรรยากาศที่ตั้งทรัพย์สินร่มรื่นเงียบสงบ ตั้งอยู่ซอย 42/3 ถนนด้านหน้ากว้าง 6 เมตร ภายในโครงการมีนิติบุคคลหมู่บ้านดูแลรับผิดชอบอย่างด ี มีพื้นที่ส่วนกลางพร้อม อาทิเช่น สนามเด็กเล่น และ สระว่ายน้ำ ด้านพื้นถนนในโครงการสะอาดเรียบร้อย เป็นถนน 4 เลน กว้างประมาณ 12 เมตร,13.888687599999999,100.40855899999997,ว่าง, ,ซ.วัดลาดปลาดุก ถ.ทางหลวงชนบท,นนทบุรี,บางบัวทอง,บางรักพัฒนา,11110,127.0, ,127,นายหน้า,127,เจ้าของ, ,0,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-22 05:09:58,Short-Term
l2873,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินแปลงสวยราคาถูก ทำเลฮวงจุ้ยดี ที่ดินซ,l2873, ,142,13475000,15000000,15000000,20000000,49000.0,0.0,2,75.0,32*38,น.ส.4จ.,คอนกรีต,4 เมตร,สูงกว่าถนน,0.1, บรรยากาศดีติดสวน เหมาะสำหรับสร้างบ้านพักอาศัยและออฟฟิศ บริเวณใกล้เคียงมีบ้านเรือนอยู่หลายหลัง และหมู่บ้านจัดสรร ใกล้แหล่งความเจริญรถไฟฟ้า MRT สถานนีไทรม้า ชุมชนกำลังขยายมีหมู่บ้านจัดสรรโครงการ AP. เข้ามาสร้างบ้านขายแล้ว บ้านเดียวขายหลังละเจ็ดแปดล้าน ทาวน์โฮมขายหลังละสองสามล้าน ท้ายซอยกำลังสร้างสะพานข้ามคลองอ้อมออกสะพานเจษฏาบดิ นทร์ฯถนนกรุงเทพ-นนทบรี ราชพฤกษ์,13.8664449,100.46735719999992,ว่าง,รถไฟฟ้า MRT สถานนีไทรม้า  ใกล้ห้างเซ็นทรัลเวส,17 ซอย บ้านไทรม้า,นนทบุรี,เมืองนนทบุรี,ไทรม้า,11000,127.0, ,127, ,127,เจ้าของ, ,0,1,1,1,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-21 15:43:28,Short-Term
l2999,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ขายที่ดินงามวงศ์วานซอย 8 ถมแล้ว,l2999, ,7392229,24900000,32000000,30000000,28000000,92222.22222,0.0,2,70.0,32*33,น.ส.2,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,ที่ดินถมแล้วสามารถปลูกที่อยู่อาศัย บ้านพัก หรืออพาร์ทเม้นได้เลย มี 7-11 ใกล้ที่ดินไม่เกิน 150 เมตร ในอนาคตจะมีสถานีรถไฟฟ้าหน้าปากซอย สายสีน้ำตาล จากสถานีศูนย์ราชการนนทบุรี-สถานีแยกลำสาลี สามารถเชื่อมต่อกับสถานีพหลโยธินเพื่อไป เซ็นทรัลลาดพร้าวหรือbts จตุจักร ,13.860983361492616,100.5400614826782,ว่าง,-ใกล้พันทิพย์งามวงศวานเพียง 3 นาที -ใกล้โรงพย,1112,นนทบุรี,เมืองนนทบุรี,บางเขน,11000,127.0, ,127, ,127,เจ้าของ, ,0,1,1,1,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 05:09:43,Short-Term
l3076,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดินเปล่า ที่อำเภอเชียงแสนจังหวัดเชียงราย,l3076, , ,2900000,0,0,0,4142.85714,0.0,0,700.0,0,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.270260500000003,99.9891643,ฝากขาย,ศรัญยาเต้าฮวยนมสด,ตำบล ป่าสัก อำเภอ เชียงแสน เชียงราย ประเทศไทย,เชียงราย,เชียงแสน,ป่าสัก,57150,794948.0, ,794948, ,794948,เจ้าของ, ,0,1,0,1,0,1,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1599111893683.jpg,79,1477-09-03 11:16:44,Short-Term
l3083,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดินเปล่า 2 ไร่ 2 งาน 20 ตารางวา ซอยจริย,l3083, ,555225,15000000,12500000,13000000,14000000,0.0,2.0,2,20.0,63*62,น.ส.3,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,ขายที่ดินเปล่า 2 ไร่ 2 งาน 20 ตารางวา ราคา 20 ล้านบาท ถนนทวีราษฏร์ภักดี เข้าซอยจริยาเพียง 140 เมตร ด้านหน้ากว้าง 62 เมตร ทำเลดี การเดินทางสะดวก มี ร้านสะดวกซื้อ เหมาะนำที่ดินมาพัฒนาทำ รีสอร์ท โรงแรม ร้านอาหาร ที่พักอาศัย อยู่ในแหล่งชุมชน ใกล้แหล่งท่องเที่ยว มีร้านสะดวกซื้อ ห่างจากชายหาดเพียง 350 เมตร ห่างจากท่าเรือหน้าทอน เพียง 7 กม. หันหน้าทิศตะวันตก,9.563897499999998,99.98385610000004,ว่าง,"ร้านสะดวกซื้อ 7-Eleven , บางปอซีฟู้ด , ร้านพิ",1200,สุราษฎร์ธานี,เกาะสมุย,แม่น้ำ,84330,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 08:04:42,Long-Term
l3113,พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม,ขายที่ดินติดลำธารแปลงสวย ติดถนนหลัก ที่ดินล้อ,l3113, ,562,13730000,30000000,30000000,50000000,5000.0,6.0,3,46.0,21.968*500,น.ส.2,ยางมะตอย,8 เมตร,สูงกว่าถนน,0.5, แปลงนี้ต้องทำสะพานเก๋เก๋เชื่อมระหว่างถนนหลักข้ามลำ ธารมายังที่ดินนะคะ,18.9098428,99.24564450000004,ว่าง,- ด้านหน้าเป็นถนนหลัก 118 เดอยสะเก็ด-เชียงราย,ถนนหลัก 118 ดอยสะเก็ด-เชียงราย,เชียงใหม่,ดอยสะเก็ด,ป่าเมี่ยง,50220,127.0, ,127,นายหน้า,127,เจ้าของ, ,0,0,1,0,1,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-22 13:14:38,Short-Term
l3183,พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า,ทีี่ดินนายเล็ก, , ,0,0,0,0,0,0.0,6.0, ,46.0, ,น.ส.2,ยางมะตอย,-เลือก-,สูงกว่าถนน,0.5, ,37.42199829999999,-122.084,-เลือก-, , ,กระบี่,คลองท่อม,คลองท่อมเหนือ,81120,127.0,เจ้าของ,127,เจ้าของ,127,นายหน้า, ,0,0,0,0,0,0,0,0,0,5, ,https://landvist.xyz/images/Defult/Defult.png,1,1477-01-25 11:59:16,Short-Term
l3274,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน แม่ข้าวต้ม แปลงB3,l3274, , ,750000,0,0,0,7500.0,0.0,1,0.0,0,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,20.071554113633074,99.8761685640625,ฝากขาย,ตรงข้ามรร.แม่ข้าวต้ม,แม่ข้าวต้ม,เชียงราย,เมืองเชียงราย,แม่ข้าวต้ม,57100,794948.0, ,794948, ,794948,นายหน้า, ,1,1,0,1,0,0,0, ,0,5,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1595846762655.jpg,79,1477-07-22 01:37:12,Short-Term
l3275,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ขายที่ดินสวย ซอยชยางกูร เมือง อุบลราชธานี,l3275, ,TK-1944-B42,4400000,4000000,4000000,5000000,16479.40075,0.0,2,67.0,37*30,ส.ค.1,ยางมะตอย,8 เมตร,ต่ำกว่าถนน,0.1,ด้านหลังที่ดินติดคอร์ทแบต เค ที,20.071554113633074,99.8761685640625,ว่าง,"บิ๊กซี,รร.เดอ พราว,รร เอ็กซ์เซลล่า ตอนกัลปพฤก", ,อุบลราชธานี,เมืองอุบลราชธานี,ขามใหญ่,34000,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 19:38:13,Long-Term
l3320,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดิน4ไร่72ล้าน-04 ทางเข้าม. รังสิต ติดรร. ส,l3320, ,485,72000000,50000000,50000000,70000000,36000.0,4.0,3,100.0,30*214,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,2.0," เหมาะแก่การทำโครงการ ทาวน์โฮม ทาวน์เฮ้าส์ ไม่ต้องเข้าระเบียบจัดสรร โฉนดแบ่งแล้ว 4 แปลงๆละ 1ไร่ สร้างได้ 36หลัง มูลค่าโครงการประมาณ 400ล้าน หรือทำโกดัง , รง.SME.",13.816418049175196,100.53465338941031,ฝากขาย,ทางเข้าจากปากซอยเป็นถนน 4 เลน ตรงไปเป็นโรงเรี,ซอยประชาชื่น 16,กรุงเทพมหานคร,เขตบางซื่อ,บางซื่อ,10800,127.0, ,127, ,127,นายหน้า, ,0,1,1,1,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-21 07:50:20,Long-Term
l3359,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดินเปล่า 2 งาน อ. บ้านไผ่ จ. ขอนแก่น ,l3359, ,785,700000,520000,500000,650000,3500.0,0.0,1,100.0,400*200,น.ส.3ก.,คอนกรีต,1 เมตร,ต่ำกว่าถนน,0.1,ซอยสมมาตรบำรุง เข้าซอยไป 50 เมตร,16.04939449222949,102.72421143408508,ว่าง,พุทธญาณสมาคมบ้านไผ่,ซอยสมมาตรบำรุง ถนนสุขาภิบาล,ขอนแก่น,บ้านไผ่,ในเมือง,40110,127.0, ,127,นายหน้า,127,เจ้าของ, ,0,0,0,0,0,0,1, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-21 16:19:55,Long-Term
l3386,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดินถมแล้ว 2 ไร่ 88 ตร. วา. จากปากซอย บางบอ,l3386, ,542,15000000,20000000,20000000,15000000,16891.89189,2.0,0,88.0,59*59,น.ส.3ก.,ยางมะตอย,4 เมตร,ต่ำกว่าถนน,0.1,- ที่ดินถมนานแล้ว ดินแน่น สามารถปลูกสร้างได้เลย,13.6592043,100.39914079999994,ว่าง,- จากปากซอย บางบอน 3 ซอย 3 เข้าไปเพียง 1 กม,ซอยโชคอำนวย3 ถนนเอกชัย ,กรุงเทพมหานคร,เขตบางบอน,บางบอน,10150,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-18 20:00:42,Long-Term
l3423,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ที่ดิน คลองหลวง คลองสอง ปทุมธานี,l3423, ,25163,12000000,11700000,11800000,12000000,25104.60251,1.0,0,78.0,40*47,น.ส.3,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,ขายที่ดินเปล่าจำนวน 1 แปลง รวมเนื้อที่ 1 ไร่ 78 ตร.วา ทำเลดี!!! ตั้งอยู่ในซอยเทศบาล 2(ภัทรวิลล่า) ที่ดินติดถนน 2 ด้าน ,14.063874599999998,100.64191540000002,ว่าง, ห่างจากถนนคลองหลวงเพียง 300 เมตร,"คลองสอง, ปทุมธานี,",ปทุมธานี,ลำลูกกา,บึงคำพร้อย,12150,127.0, ,127, ,127,เจ้าของ, ,0,0,1,0,1,0,1, , ,5,ยังไม่ขาย,https://landvist.xyz/images/img_1575953234285.jpg,38,2019-12-04 23:45:34,Long-Term
l3483,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 18,l3483, , ,1006500,0,0,0,5500.0,0.0,0,183.0,22*34,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,1457-01-01 17:00:00,Short-Term
l3697,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,R018-009** ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสว,l3697, ,7445276,4200000,5000000,4500000,4500000,10500.0,1.0,4,40.0,10*10,น.ส.3ก.,ยางมะตอย,2 เมตร,สูงกว่าถนน,0.4, ,19.955278,99.891194,ฝากขาย, , ,เชียงราย,แม่ลาว,ดงมะดะ,57250,796859.0, ,796859, ,796859,นายหน้า, ,0,0,0,0,0,1,0, , ,3, ,https://landvist.xyz/images/img_1569592065539.jpg,39,1476-09-27 10:12:37,Long-Term
l3749,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,Training,l3749, , ,690000000,590000000,600000000,610000000,99999.99999,12.0,2,69.0,65x370,น.ส.3,คอนกรีต,8 เมตร, ,0.4, ,20.050541628023574,99.87963300307855,ว่าง,สนามบินดอนเมือง สถานีรถไฟฟ้า ตลาดสี่มุมเมือง ,0000,กรุงเทพมหานคร,เขตดอนเมือง,ตลาดบางเขน*, ,127.0, ,127, ,127, , ,0,1,1,1,0,1,0, , ,1,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:11:28,Short-Term
l3788,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ขายที่ดินจัดสรร ใกล้สนามบิน แปลงที่ 6,l3788, , ,1140000,0,0,0,6000.0,0.0,0,190.0,40*20,น.ส.3ก.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.0, ,19.955278,99.891194,ฝากขาย,สนามบินเชียงราย,บ้านดู่,เชียงราย,เมืองเชียงราย,บ้านดู่,57100,796859.0, ,796859, ,796859,นายหน้า, ,0,1,0,0,1,1,1, , ,0,ยังไม่ขาย,https://landvist.xyz/images/NewImg/img_1600402312633.jpg,79,1457-01-01 17:00:00,Short-Term
l3844,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,	ขายที่ดิน 76ไร่ 2งาน 30 ตารางวา ถนนสุขุมวิทส,l3844, ,L060,10000,10000,10000,10000,0.32648,76.0,2,30.0,120*1000,น.ส.3,คอนกรีต,8 เมตร,ต่ำกว่าถนน,0.6, ,13.5172594,100.6549268,ว่าง,โครงการ โปรเจ็ก ท่าเรือเฟอร์รี่ บางปู / พัทยา,	ถนนสุขุมวิทสายเก่า บางปู เมืองสมุทรปราการ  ส,เชียงราย,เมืองสมุทรปราการ,บางปูใหม่,10280,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,5,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,38,2019-11-17 17:59:40,Long-Term
l3871,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,Training,l3871, , ,31360000,29800000,30000000,31000000,99999.99999,0.0,0,196.0,400x200,น.ส.3,คอนกรีต,4 เมตร, ,0.6, ,20.050541924516825,99.87958277649868,ว่าง, ,0000,กรุงเทพมหานคร,เขตธนบุรี,หิรัญรูจี,10600,127.0, ,127, ,127,เจ้าของ, ,0,1,1,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,63,1476-11-17 08:30:59,Long-Term
l3910,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายสวนลิ้นจี่ ลองกอง ชมพู่น้ำดออกไม้ นาข้าว บ,l3910, ,4655783,22500000,25000000,24000000,20000000,99999.99999,25.0,2,92.0,10*10,น.ส.3ก.,คอนกรีต,ซอยแคบ,สูงกว่าถนน,0.6, ,20.050541924516825,99.87958277649868,ฝากขาย, , ,เชียงราย,แม่จัน,จันจว้า,57270,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,3, ,https://landvist.xyz/images/img_1569592371466.jpg,39,1476-09-27 10:07:51,Long-Term
l3930,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ที่ดินใกล้ห้าง,l3930, ,6666,10000000,8000000,9000000,8900000,50000.0,0.0,2,0.0,30*40,น.ส.4จ.,คอนกรีต,8 เมตร,สูงกว่าถนน,0.5,testing,19.886385999999987,99.83371620000004,ว่าง,เซ็นทรัล, ,เชียงราย,เมืองเชียงราย,ริมกก,57100,127.0, ,127, ,127,นายหน้า, ,0,1,1,1,0,0,0, , ,3,ยังไม่ขาย,https://landvist.xyz/images/img_1575966267935.jpg,65,1476-12-10 08:36:33,Long-Term
l4137,พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง,ที่ดินริมทะเล 4-2-90 ไร่ จ.นครศรีธรรมราช,l4137, ,400011,95000000,95000000,95000000,95000000,50264.55026,4.0,2,90.0,100*220,น.ส.3ก.,ยางมะตอย,4 เมตร,สูงกว่าถนน,0.13,ขายที่ดินพร้อมภัตตาคารติดทะเลขนอม จ.นครศรีธรรมราช หน้ากว้าง 53 เมตร ลึก 150 เมตร เหมาะสำหรับทำโรงแรม รีสอร์ท บ้านพักตากอากาศ,9.171199326102066,99.81649269533688,ขายฝาก, ,ขนอม นครศรีธรรมราช,นครศรีธรรมราช,ขนอม,ขนอม,80210,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,1,0, , ,12,ยังไม่ขาย,https://landvist.xyz/images/img_1583426813763.jpg,59,1477-03-05 00:13:36,Short-Term
l4159,พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก,ffff,l4159, ,1,1111,1111,11111,111,0.24683,11.0,1,1.0,1,น.ส.2, , , ,0.13, ,20.041728000000006,99.89079040000001,ขายฝาก,1,1,กรุงเทพมหานคร,เขตคลองสามวา,บางชัน,10510,10.0, ,10, ,10,นายหน้า, ,0,0,0,0,0,0,0, , ,1,ยังไม่ขาย,https://landvist.xyz/images/img_1575964226489.jpg,29,1476-12-07 06:49:53,Short-Term
l4252,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ที่ดินสวยเหมาะสำหรับสร้างบ้าน ติดถนนคอนกรีต​ ,l4252, ,TK-1944-B54,350000,500000,500000,400000,5384.61538,0.0,0,65.0,14*18,น.ส.4จ.,คอนกรีต,4 เมตร,ต่ำกว่าถนน,0.1,ที่ดินเหมาะสำหรับสร้างบ้าน​ โซนบุ่งไหม​ วาริน ติดถนนคอนกรีต​ มีเพื่อนบ้าน,15.199505499999999,104.94472610000004,ว่าง,ห่างถนนสถิตย์นิมานกาล​ 850 เมตร เดินทางจาก​ ร,-,อุบลราชธานี,วารินชำราบ,บุ่งไหม,34190,127.0, ,127, ,127,นายหน้า, ,1,0,0,0,0,0,1, , ,3,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,1476-11-18 04:12:01,Long-Term
l4285,พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย,ขายที่ดิน 5 ไร่ 14 ตร.ว. ตำบลศรีดอนมูล อำเภอเชียงแสน จังหวัดเชียงราย,l4285, , ,1334275,0,0,0,662.5,5.0,0,14.0,0,น.ส.3ก.,โคลน,2 เมตร,สูงกว่าถนน,0.1,วิวดอยนางนอน ดอยสะโง้ว,20.3398375,100.02477879999999,ฝากขาย,ห่างจากถนนใหญ่ในหมู่บ้าน 250 เมตร,ตำบลศรีดอนมูล อำเภอเชียงแสน จังหวัดเชียงราย,เชียงราย,เชียงแสน,ศรีดอนมูล,57150,796859.0, ,796859, ,796859,เจ้าของ, ,1,0,0,0,0,0,0, , ,0,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,79,2000-01-01 07:00:00,Short-Term
l4404,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ที่ดิน ศรีสำราญ สองพี่น้อง สุพรรณบุรี,l4404, ,215466,11000000,10268250,10200000,11100000,803.44752,34.0,0,91.0,207.12*295.10,น.ส.3,โคลน,4 เมตร,ต่ำกว่าถนน,1.2,ขายที่ดิน แปลงใหญ่ ตำบล : บางลี่ อำเภอ : สองพี่น้อง จังหวัด : สุพรรณบุรี ,14.220007999999998,100.03037229999997,ว่าง, ,"สองพี่น้อง, สุพรรณบุรี",สุพรรณบุรี,สองพี่น้อง,สองพี่น้อง,72110,127.0, ,127, ,127,เจ้าของ, ,0,0,0,0,0,0,1, , ,13,ยังไม่ขาย,https://landvist.xyz/images/img_1575917351369.jpg,38,2019-12-05 00:38:53,Long-Term
l4444,พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม,ขายที่ดิน 2แปลง ขายรวม 35 ไร่ 85 ตรว. ซอยบ้าน,l4444, ,568,11972000,20000000,20000000,10000000,849.98225,35.0,0,85.0,250*225.36,น.ส.4จ.,ยางมะตอย,4 เมตร,สูงกว่าถนน,0.1,ซอยบ้านเขากลอย ด้านหลังติดภูเขา ปัจจุบันปลูกมันสำปะหลัง ที่สวยดินดี อากาศดี เป็นธรรมชาติสุดๆ มีน้ำ มีไฟฟ้าเข้าถึง ห่างจากถนนใหญ่ประมาณ 2 กม. ทางเข้าวัดถ้ำกิเลนทอง,13.414559599999999,99.68983159999992,ว่าง,วัดถ้ำกิเลนทอง,บ้านหนองน้ำใส เขากลอย หมู่ที่ 7,ราชบุรี,ปากท่อ,ทุ่งหลวง,70140,127.0, ,127, ,127,นายหน้า, ,0,0,0,0,0,0,1, , ,2,ยังไม่ขาย,https://landvist.xyz/images/Defult/Defult.png,59,2019-11-21 08:07:40,Long-Term
