ID_Property	PropertyType	SellPrice	CostestimateB	MarketPrice	BathRoom	BedRoom	CarPark	HouseArea	Floor	LandR	LandG	LandWA	HomeCondition	BuildingAge	BuildFY	RoadType	RoadWide	AsseStatus	LProvince	LAmphur	LDistrict	LZipCode	ContactS	Blind	Neareducation	Cenmarket	Market	River	Mainroad	Insoi	airconditioner	afan	AirPurifier	Waterheater	WIFI	TV	refrigerator	microwave	gasstove	wardrobe	TCset	sofa	bed	shelves	CCTV	Securityguard	pool	Fitness	Publicarea	ShuttleBus	WVmachine	CWmachine	Elevator	Lobby	ATM	BeautySalon	Balcony	EventR	MeetingR	LivingR	Hairsalon	Laundry	Store	Supermarket	CStore	MFee	Kitchen	PPStatus	Owner	UserType
h2056	บ้าน	8000000	9000000	8000000	1	1	1	400	1	1	4	100	มือสอง	7	2555	ยางมะตอย	4 เมตร	ฝากขาย	เชียงราย	เมืองเชียงราย	ห้วยสัก	57000		0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ขายแล้ว	27	ระยะยาว
h2705	บ้าน	1815000	1500000	2000000	2	3	2	1262	1	0	3	16	มือสอง	43	2519	คอนกรีต	4 เมตร	ว่าง	นราธิวาส	เมืองนราธิวาส	บางนาค	96000	นายหน้า	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h2877	บ้าน	19000000	20000000	19000000	3	3	1	ึึ77	2	2	8	308	ใหม่	4	2558		4 เมตร	ฝากขาย	เชียงราย	แม่จัน	ป่าซาง	57110		0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	27	ระยะยาว
h3003	บ้าน	9210000	10000000	10000000	2	3	2	317	1	1	0	21	มือสอง	12	2550	คอนกรีต	4 เมตร	ว่าง	เชียงใหม่	สันป่าตอง	สันกลาง	50120	เจ้าของ	0	1	1	1	0	0	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h3634	บ้าน	2000000	3000000	2000000	2	2	2	100	1	0	0	69	มือสอง	4	2558	คอนกรีต	2 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	รอบเวียง	57000	นายหน้า	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		49	ระยะยาว
h3838	บ้าน	7500000	8000000	7000000	2	4	3	1145	2	0	2	86	มือสอง	11	2551	คอนกรีต	8 เมตร	ว่าง	กาฬสินธุ์	เมืองกาฬสินธุ์	ลำพาน	46000	นายหน้า	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h4070	บ้าน	24000000	24000000	24000000	5	4	3	74.8	3	0	3	77.8	มือสอง	3	2559	คอนกรีต	4 เมตร	ขายฝาก	กรุงเทพมหานคร	เขตบึงกุ่ม	คลองกุ่ม	10240		0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		38	ระยะยาว
h4174	บ้าน	6000000	7000000	6000000	2	3	2	150	2	0	0	55	มือสอง	9	2553	คอนกรีต	4 เมตร	ว่าง	สมุทรปราการ	เมืองสมุทรปราการ	บางเมืองใหม่	10270	นายหน้า	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		46	ระยะยาว
h4588	อาคารพาณิชย์	5000000	4000000	4000000	1	1	0	300	1	0	1	62	มือสอง	29	2533	คอนกรีต	2 เมตร	จำนอง	เชียงราย	เมืองเชียงราย	ท่าสุด	57100		0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	27	ระยะยาว
h4687	บ้าน	6705000	7000000	6500000	2	3	2	920	2	0	2	30	มือสอง	11	2551	คอนกรีต	8 เมตร	ว่าง	พัทลุง	เมืองพัทลุง	คูหาสวรรค์	93000	เจ้าของ	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h4773	บ้าน	3885000	4000000	4500000	1	3	1	1040	1	0	2	60	มือสอง	11	2551	ยางมะตอย	8 เมตร	ฝากขาย	สุรินทร์	เมืองสุรินทร์	นาบัว	32000	นายหน้า	0	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h5113	บ้าน	2650000	3000000	2700000	2	2	1	328	1	0	0	82	ใหม่	9	2553	คอนกรีต	4 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	ห้วยสัก	57000	นายหน้า	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h5158	บ้าน	2000000	2000000	2000000	4	1	1	200	1	0	0	60	มือสอง	17	2545	คอนกรีต	4 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	บ้านดู่	57100	นายหน้า	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		51	ระยะยาว
h5234	บ้าน	4390000	1300000	1400000	2	3	2	1200	3				ใหม่	2	2560	คอนกรีต	4 เมตร	ว่าง	กำแพงเพชร	พรานกระต่าย	เขาคีริส	62110	นายหน้า	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	62	ระยะยาว
h5898	บ้าน	3897000	4000000	3500000	2	2	2	952	1	0	2	38	มือสอง	11	2551	คอนกรีต	4 เมตร	ว่าง	บุรีรัมย์	คูเมือง	คูเมือง	31190	เจ้าของ	0	1	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		59	ระยะยาว
h6385	บ้าน	4000000	5000000	4000000	3	3	2	100	2	0	0	65	มือสอง	12	2550	คอนกรีต	2 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	ริมกก	57100	นายหน้า	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		48	ระยะยาว
h7352	บ้าน	1000000	1200000	1300000	2	2	1	88	2	0	0	22	ใหม่	2	2560	คอนกรีต	4 เมตร	ฝากขาย	เชียงราย	เมืองเชียงราย	แม่กรณ์	57000		0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		39	ระยะยาว
h7370	บ้าน	1000000	1500000	1300000	1	2	1	80	1	0	0	29	ใหม่	3	2559	คอนกรีต	4 เมตร	ฝากขาย	เชียงราย	เมืองเชียงราย	ริมกก	57100		0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		39	ระยะยาว
h7800	บ้าน	3000000	4000000	3000000	3	3	2	140	2	0	0	35	มือสอง	15	2547			ว่าง	สมุทรปราการ	บางเสาธง	บางเสาธง	10540		0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		46	ระยะยาว
h8121	บ้าน	2000000	2000000	2000000	2	3	1	100	1	0	0	50	มือสอง	5	2557	คอนกรีต	2 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	ริมกก	57100	นายหน้า	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		49	ระยะยาว
h8673	บ้าน	4290000	5000000	4500000	1	1	1	64	1	0	1	42	มือสอง	10	2552	คอนกรีต	4 เมตร	ว่าง	ตาก	สามเงา	วังหมัน	63130	เจ้าของ	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
h9127	บ้าน	4000000	5000000	4500000	3	3	1	100	2	0	0	65	มือสอง	15	2547	คอนกรีต	2 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	ริมกก	57100	นายหน้า	0	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		48	ระยะยาว
h9642	บ้าน	1500000	1300000	1700000	2	2	2	18	2	0	0	4.5	ใหม่	2	2560	คอนกรีต	4 เมตร	ฝากขาย	เชียงราย	เมืองเชียงราย	ริมกก	57100		0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		39	ระยะยาว
h9648	บ้าน	4500000	2000000	3100000	2	3	4	100	2	0	0	49	มือสอง	14	2548	โคลน	4 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	แม่ยาว	57100	นายหน้า	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	59	ระยะยาว
p0532	อาคารพาณิชย์	4605000	4500000	4000000	2	2	1	230	3				มือสอง	13	2549	คอนกรีต	8 เมตร	ว่าง	อำนาจเจริญ	เมืองอำนาจเจริญ	ไก่คำ	37000	นายหน้า	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	ยังไม่ขาย	59	ระยะยาว
p1178	อาคารพาณิชย์	4000000	4100000	4300000	3	4	0	240	4	0	0	60	ใหม่	13	2549	คอนกรีต	2 เมตร	ขายฝาก	เชียงราย	เมืองเชียงราย	รอบเวียง	57000		0	1	1	1	0	1	0	1	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0		39	ระยะยาว
p1648	อาคารพาณิชย์	4935000	5000000	4500000	2	2	1	350	3				ใหม่	5	2557		4 เมตร	ว่าง	ขอนแก่น	กระนวน	บ้านฝาง	40270	นายหน้า	0	1	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	ยังไม่ขาย	59	ระยะยาว
p1773	อาคารพาณิชย์	3897000	4000000	3500000	3	3	2	200	2				มือสอง	12	2550	คอนกรีต	8 เมตร	ว่าง	ลพบุรี	เมืองลพบุรี	ทะเลชุบศร	15000	นายหน้า	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	ยังไม่ขาย	59	ระยะยาว
p2922	อาคารพาณิชย์	4000000	3000000	3500000	2	2	1	132	3	0	0	40	ใหม่	7	2555			ว่าง	เชียงราย	เมืองเชียงราย	รอบเวียง	57000	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	ระยะยาว
p3024	อาคารพาณิชย์	8000000	7000000	8000000	4	4	1	450	4	0	0	100	ใหม่	6	2556	คอนกรีต	2 เมตร	จำนอง	เชียงราย	เมืองเชียงราย	รอบเวียง	57000		0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	ระยะยาว
p3554	อาคารพาณิชย์	2000000	1500000	2000000	3	2	1	80	2	0	0	30	ใหม่	5	2557	คอนกรีต	2 เมตร	ขายฝาก	เชียงราย	เมืองเชียงราย	ริมกก	57100		0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		39	ระยะยาว
p3581	อาคารพาณิชย์	3850000	4000000	3500000	2	2	1	360	3	0	0	70	มือสอง	13	2549			จำนอง	เชียงราย	เมืองเชียงราย	เวียง	57000	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	ระยะยาว
p3857	อาคารพาณิชย์	9597000	8000000	10000000	3	4	2	350	4				มือสอง	9	2553	คอนกรีต	8 เมตร	จำนอง	กรุงเทพมหานคร	เขตดุสิต	ดุสิต	10300	นายหน้า	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	3000	0	ยังไม่ขาย	59	ระยะยาว
p4682	อาคารพาณิชย์	2000000	1900000	2400000	4	3	0	76.8	4	0	0	20	มือสอง	13	2549	คอนกรีต	2 เมตร	ขายฝาก	เชียงราย	เมืองเชียงราย	รอบเวียง	57000		0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0		39	ระยะยาว
p4777	อาคารพาณิชย์	2000000	2100000	2300000	2	2	0	240	2	0	0	50	ใหม่	7	2555	คอนกรีต	4 เมตร	ว่าง	เชียงราย	เมืองเชียงราย	บ้านดู่	57100		0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0		39	ระยะยาว
p5347	อาคารพาณิชย์	192500	180000	190000	2	2	1	155	2				มือสอง	4	2558	คอนกรีต	2 เมตร	ฝากขาย	เชียงใหม่	แม่อาย	บ้านหลวง	50280	นายหน้า	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	62	ระยะยาว
p5704	อาคารพาณิชย์	2000000	3000000	2000000	3	2	1	96	2	0	0	30	มือสอง	8	2554			ว่าง	เชียงราย	เมืองเชียงราย	เวียง	57000	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	ระยะยาว
p5810	อาคารพาณิชย์	3000000	4000000	3000000	2	2	1	240	2	0	0	50	ใหม่	5	2557			ว่าง	เชียงราย	เมืองเชียงราย	ป่าอ้อดอนชัย	57000	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	ระยะยาว
p5892	อาคารพาณิชย์	2730000	3000000	2500000	1	2	1	100	2				มือสอง	10	2552	คอนกรีต	4 เมตร	ว่าง	ยโสธร	เมืองยโสธร	น้ำคำใหญ่	35000	นายหน้า	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	ยังไม่ขาย	59	ระยะยาว
p6277	อาคารพาณิชย์	6000000	6120000	620000	3	3	1	390	3	0	0	70	มือสอง	7	2555			ว่าง	เชียงราย	เมืองเชียงราย	นางแล	57100	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		48	ระยะยาว
p6381	อาคารพาณิชย์	4500000	4000000	4300000	3	3	0	100	3	0	0	20	มือสอง	12	2550	คอนกรีต	4 เมตร	จำนอง	เชียงราย	เมืองเชียงราย	นางแล	57100	นายหน้า	0	0	0	0	0	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	ยังไม่ขาย	59	ระยะยาว
p6843	อาคารพาณิชย์	6075000	5500000	6500000	2	2	2	370	3				มือสอง	12	2550	คอนกรีต	8 เมตร	จำนอง	จันทบุรี	เมืองจันทบุรี	วัดใหม่	22000	นายหน้า	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	100	0	ยังไม่ขาย	59	ระยะยาว
p7282	อาคารพาณิชย์	3000000	2000000	3000000	3	3	2	120	3	0	0	24	ใหม่	10	2552	โคลน	8 เมตร	ฝากขาย	เชียงราย	เมืองเชียงราย	ท่าสุด	57100		0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		39	ระยะยาว
p7716	อาคารพาณิชย์	3000000	3200000	2800000	3	3	0	120	3	0	0	30	มือสอง	21	2541			ว่าง	NULL	NULL	NULL		นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		51	ระยะยาว
p8020	อาคารพาณิชย์	1000000	1200000	1500000	2	2	1	240	2	0	0	45	มือสอง	15	2547			ว่าง	เชียงราย	เมืองเชียงราย	บ้านดู่	57100	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		49	ระยะยาว
p8120	อาคารพาณิชย์	2000000	1000000	2000000	2	2	1	135	2	0	0	25	มือสอง	6	2556	คอนกรีต	8 เมตร	ว่าง	เชียงราย	พาน	สันติสุข	57120		0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0		39	ระยะยาว
p8392	อาคารพาณิชย์	4617000	4500000	4000000	2	2	1	200	2				มือสอง	11	2551	คอนกรีต	8 เมตร	ว่าง	หนองคาย	เมืองหนองคาย	มีชัย	43000	นายหน้า	0	0	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	ยังไม่ขาย	59	ระยะยาว
p8523	อาคารพาณิชย์	8325000	7000000	7500000	4	4	2	300	4				มือสอง	12	2550	คอนกรีต	8 เมตร	ว่าง	นครนายก	เมืองนครนายก	นครนายก	26000	นายหน้า	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	ยังไม่ขาย	59	ระยะยาว
p9181	อาคารพาณิชย์	179400	170000	180000	1	3	0	856	1					10	2552			จำนอง	อุดรธานี	หนองหาน	บ้านเชียง	41320	นายหน้า	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ยังไม่ขาย	62	ระยะยาว
p9256	อาคารพาณิชย์	5280000	5500000	4500000	2	3	1	310	3				มือสอง	12	2550	คอนกรีต	4 เมตร	ว่าง	ชัยภูมิ	เมืองชัยภูมิ	นาฝาย	36000	นายหน้า	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ยังไม่ขาย	59	ระยะยาว
h3013	บ้าน	2000000	2000000	2000000	2	3	1	35	1	0	0	35	ใหม่	1	2561	คอนกรีต	8 เมตร	จำนอง	สมุทรปราการ	เมืองสมุทรปราการ	แพรกษา	10280	นายหน้า	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	ขายแล้ว	38	ระยะยาว
