ID_Lands	ColorType	AnnounceTH	CodeDeed	TypeCode	CodeProperty	SellPrice	Costestimate	CostestimateB	MarketPrice	PriceWA	LandR	LandG	LandWA	Land	Deed	RoadType	RoadWide	GroundLevel	GroundValue	MoreDetails	Latitude	Longitude	AsseStatus	ObservationPoint	Location	LProvince	LAmphur	LDistrict	LZipCode	ContactUo	ContactSo	ContactUt	ContactSt	ContactU	ContactS	Place	Blind	Neareducation	Cenmarket	Market	River	Mainroad	Insoi	Letc	WxD	LandAge	PPStatus	ImageEX	Owner	Created	UserType
l3423	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	ที่ดิน คลองหลวง คลองสอง ปทุมธานี	l3423	 	25163	12000000	11700000	11800000	12000000	25104.60251	1	0	78	40*47	น.ส.3	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.1	ขายที่ดินเปล่าจำนวน 1 แปลง รวมเนื้อที่ 1 ไร่ 78 ตร.วา ทำเลดี!!! ตั้งอยู่ในซอยเทศบาล 2(ภัทรวิลล่า) ที่ดินติดถนน 2 ด้าน 	14.0638746	100.6419154	ว่าง	 ห่างจากถนนคลองหลวงเพียง 300 เมตร	"คลองสอง, ปทุมธานี,"	ปทุมธานี	ลำลูกกา	บึงคำพร้อย	12150	127	 	127	 	127	เจ้าของ	 	0	0	1	0	1	0	1	 	 	5	ยังไม่ขาย	img_1575953234285.jpg	38	4/12/2019 23:45	Long-term
l3697	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	R018-009** ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสว	l3697	 	7445276	4200000	5000000	4500000	4500000	10500	1	4	40	10*10	น.ส.3ก.	ยางมะตอย	2 เมตร	สูงกว่าถนน	0.4	 	N/A	N/A	ฝากขาย	 	 	เชียงราย	แม่ลาว	ดงมะดะ	57250	N/A	 	N/A	 	N/A	นายหน้า	 	0/1/1900 0:00	0	0	0	0	1	0	 	 	3	 	img_1569592065539.jpg	39	27/9/2019 13:47	Long-term
l3749	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	Training	l3749	 	 	690000000	590000000	600000000	610000000	99999.99999	12	2	69	65x370	น.ส.3	คอนกรีต	8 เมตร	สูงกว่าถนน	 	 	20.05054163	99.879633	ว่าง	สนามบินดอนเมือง สถานีรถไฟฟ้า ตลาดสี่มุมเมือง 	0	กรุงเทพมหานคร	เขตดอนเมือง	ตลาดบางเขน*	 	127	 	127	 	127	 	 	0	1	1	1	0	1	0	 	 	1	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:48	Long-term
l3871	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	Training	l3871	 	 	31360000	29800000	30000000	31000000	99999.99999	0	0	196	400x200	น.ส.3	คอนกรีต	4 เมตร	ต่ำกว่าถนน	 	 	20.05054192	99.87958278	ว่าง	 	0	กรุงเทพมหานคร	เขตธนบุรี	หิรัญรูจี	10600	127	 	127	 	127	เจ้าของ	 	0	1	1/1/1900 0:00	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:29	Long-term
l3910	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายสวนลิ้นจี่ ลองกอง ชมพู่น้ำดออกไม้ นาข้าว บ	l3910	 	4655783	22500000	25000000	24000000	20000000	244565	25	2	92	10*10	น.ส.3ก.	คอนกรีต	ซอยแคบ	สูงกว่าถนน	0.6	 	N/A	N/A	ฝากขาย	 	 	เชียงราย	แม่จัน	จันจว้า	57270	N/A	 	N/A	 	N/A	นายหน้า	 	0	0	0	0	0	0/1/1900 0:00	1	 	 	3	 	img_1569592371466.jpg	39	27/9/2019 13:52	Long-term
l3930	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	ที่ดินใกล้ห้าง	l3930	 	6666	10000000	8000000	9000000	8900000	50000	0	2	0	30*40	น.ส.4จ.	คอนกรีต	8 เมตร	สูงกว่าถนน	0.5	testing	19.886386	99.8337162	ว่าง	เซ็นทรัล	 	เชียงราย	เมืองเชียงราย	ริมกก	57100	127	 	127	 	127	นายหน้า	 	0	1/1/1900 0:00	1	1	0	0	0	 	 	3	ยังไม่ขาย	img_1575966267935.jpg	65	10/12/2019 15:23	Long-term
l4137	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ที่ดินริมทะเล 4-2-90 ไร่ จ.นครศรีธรรมราช	l4137	 	400011	95000000	95000000	95000000	95000000	50264.55026	4	2	90	100*220	น.ส.3ก.	ยางมะตอย	4 เมตร	สูงกว่าถนน	0.13	ขายที่ดินพร้อมภัตตาคารติดทะเลขนอม จ.นครศรีธรรมราช หน้ากว้าง 53 เมตร ลึก 150 เมตร เหมาะสำหรับทำโรงแรม รีสอร์ท บ้านพักตากอากาศ	9.171199326	99.8164927	ขายฝาก	 	ขนอม นครศรีธรรมราช	นครศรีธรรมราช	ขนอม	ขนอม	80210	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0/1/1900 0:00	 	 	12	ยังไม่ขาย	img_1583426813763.jpg	59	5/3/2020 23:46	Long-term
l4252	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ที่ดินสวยเหมาะสำหรับสร้างบ้าน ติดถนนคอนกรีต? 	l4252	 	TK-1944-B54	350000	500000	500000	400000	5384.61538	0	0	65	14*18	น.ส.4จ.	คอนกรีต	4 เมตร	ต่ำกว่าถนน	0.1	ที่ดินเหมาะสำหรับสร้างบ้าน? โซนบุ่งไหม? วาริน ติดถนนคอนกรีต? มีเพื่อนบ้าน	15.1995055	104.9447261	ว่าง	ห่างถนนสถิตย์นิมานกาล? 850 เมตร เดินทางจาก? ร	-	อุบลราชธานี	วารินชำราบ	บุ่งไหม	34190	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 19:47	Short-Term
l4404	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ที่ดิน ศรีสำราญ สองพี่น้อง สุพรรณบุรี	l4404	 	215466	11000000	10268250	10200000	11100000	803.44752	34	0	91	207.12*295.10	น.ส.3	โคลน	4 เมตร	ต่ำกว่าถนน	1.2	ขายที่ดิน แปลงใหญ่ ตำบล : บางลี่ อำเภอ : สองพี่น้อง จังหวัด : สุพรรณบุรี 	14.220008	100.0303723	ว่าง	 	"สองพี่น้อง, สุพรรณบุรี"	สุพรรณบุรี	สองพี่น้อง	สองพี่น้อง	72110	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	0	1	 	 	13	ยังไม่ขาย	img_1575917351369.jpg	38	5/12/2019 0:38	Long-term
l4444	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดิน 2แปลง ขายรวม 35 ไร่ 85 ตรว. ซอยบ้าน	l4444	 	568	11972000	20000000	20000000	10000000	849.98225	35	0	85	250*225.36	น.ส.4จ.	ยางมะตอย	4 เมตร	สูงกว่าถนน	0.1	ซอยบ้านเขากลอย ด้านหลังติดภูเขา ปัจจุบันปลูกมันสำปะหลัง ที่สวยดินดี อากาศดี เป็นธรรมชาติสุดๆ มีน้ำ มีไฟฟ้าเข้าถึง ห่างจากถนนใหญ่ประมาณ 2 กม. ทางเข้าวัดถ้ำกิเลนทอง	13.4145596	99.6898316	ว่าง	วัดถ้ำกิเลนทอง	บ้านหนองน้ำใส เขากลอย หมู่ที่ 7	ราชบุรี	ปากท่อ	ทุ่งหลวง	70140	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	0	1	 	 	2	ยังไม่ขาย	Defult/Defult.png	59	21/11/2019 8:07	Long-term
l4486	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายด่วน ที่ดินติดถนน อำเภอโพธาราม จังหวัดราชบ	l4486	 	652	11850000	10000000	10000000	15000000	6236.84211	4	3	0	80*95	น.ส.4จ.	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.3	ติดถนน หมู่ 5 ตำบลเจ็ดเสมียน อำเภอโพธาราม จังหวัดราชบุรี	13.6362661	99.8210594	ว่าง	- ห่างจากแม่น้ำแม่กลอง 200 เมตร - ใกล้วัดตึกห	ติดถนน หมู่ 5	ราชบุรี	โพธาราม	เจ็ดเสมียน	70120	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	1	0	 	 	6	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 12:12	Long-term
l4526	พื่นที่สีเหลือง - ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ขายที่ดินย่านบางบัวทอง	 	 	1200000	1200000	1400000	1400000	1200000	20000	3	0	1	2x2	NULL	อื่นๆ	1 เมตร	ต่ำกว่าถนน	2	เพิ่มเติม	37.4219983	-122.084	ว่าง	ใกล้	บางบัวทอง	สมุทรปราการ	บางบ่อ	คลองด่าน	10550	127	เจ้าของ	127	นายหน้า	127	เจ้าของ	 	1	0	0	0	0	0/1/1900 0:00	0	0	0	3	 	Defult/Defult.png	46	2/1/2020 16:58	Long-term
l4549	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ที่ดิน คลองหกวา พระอาจารย์ นครนายก	l4549	 	มยน0012455	7699000	7698000	7690000	7699440	4207.10383	4	0	230	17*22	น.ส.3	ยางมะตอย	8 เมตร	ต่ำกว่าถนน	1	เส้นทางไปถนนฉะเชิงเทรา-บางน้ำเปรี้ยว -ที่สวยติดถนนเส้นทางหลักคมนาคม ขนส่งจากท่าเรือภาคตะวันออก ตอบรับ AEC -ซื้อไว้เก็งกำไรในอนาคต2-3ปี -ห่างจากถนนสายหลัก 100 เมตร -ตอบโจทย์นโยบายของทุกรัฐบาล	13.9811747	101.0315823	ว่าง	 	"พระอาจารย์, นครนายก, ไทย, 26120"	นครนายก	องครักษ์	พระอาจารย์	26120	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	1	0/1/1900 0:00	 	 	2	ยังไม่ขาย	img_1575956458903.jpg	38	4/12/2019 23:19	Long-term
l4930	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ขายด่วน! ที่ดิน 1 ไร่ ถมแล้วแปลงสวยติดถนนใหญ่	l4930	 	7445276	4200000	4000000	5000000	4000000	42000	0	3	100	24*61	น.ส.4จ.	คอนกรีต	8 เมตร	สูงกว่าถนน	0.2	ถมแล้ว แปลงสวย ติดถนนใหญ่	N/A	N/A	จำนอง	ห่างจากสามแยกตัดถนนพหลโยธิน 350 เมตร	-	เชียงราย	แม่ลาว	ดงมะดะ	57250	0	 	0	 	0	นายหน้า	 	0	0	0	0	0	1	0	 	 	10	 	img_1570349264048.jpg	48	6/10/2019 8:06	Long-term
l4947	พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม	ขาย ที่โฉนดสวย วิวทิวเขาล้อม ถมแล้ว แบ่งขาย 4	l4947	 	445	1150000	15000000	1500000	1000000	6764.70588	0	1	70	20*34	น.ส.4จ.	คอนกรีต	2 เมตร	สูงกว่าถนน	0.1	ที่โฉนดสวย วิวทิวเขาล้อม ถมแล้ว แบ่งขาย 4 แปลง แปลงละ 170 ตร. ว. เจ้าของขายตรง(ไม่มีนายหน้า) สามารถเลือกการชำระที่พอใจได้	14.2038387	101.2268773	ว่าง	# 3 นาทีจากนาพระเทพฯ ในรร.นายร้อย จปร. #10 นา	พรหมณี	นครนายก	เมืองนครนายก	นครนายก	26000	127	 	127	 	127	เจ้าของ	 	0	1	0	0	0	0	1	 	 	6	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 11:27	Long-term
l5147	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายที่ดินระยองติดเซ็นทรัล	l5147	 	MCH0210	13000000	14000000	14000000	15000000	0	38	0	0	60800	น.ส.3	ดิน	 	ต่ำกว่าถนน	0.8	ขายที่ดิน38ไร่กว่าๆสวยๆหน้ากว้าง200เมตรลึก250	N/A	N/A	ว่าง	ติดเซ็นทรัล	"ห้วยใหญ่, บางละมุง, ชลบุรี"	ชลบุรี	เมืองชลบุรี	ห้วยกะปิ	20000	127	 	127	 	127	นายหน้า	 	0	0	1	0	0	0	0	 	 	15	 	img_1570466581300.jpg	46	7/10/2019 16:42	Short-Term
l5212	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขาย ที่นา 15-3-13 ไร่ ติดถนนดำ ต. บางแก้วฟ้า 	l5212	 	256	14204250	15000000	15000000	10000000	2250	15	3	13	32*856	น.ส.2	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	1	#NAME?	13.7931556	100.1723628	ว่าง	ใกล้ร้านกาแฟปายนา ใกล้มหาวิทยาลัยสวนสุนันทา ศ	ถนนดำ	นครปฐม	นครชัยศรี	บางแก้วฟ้า	73120	127	 	127	เจ้าของ	127	นายหน้า	 	0	1	0	1	0	0	1	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 11:16	Long-term
l5293	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	Training	l5293	 	 	2200000	1800000	2000000	2100000	458.33333	12	0	0	139x138	น.ส.2	โคลน	1 เมตร	ต่ำกว่าถนน	1	 	20.05054192	99.87958278	ว่าง	 	0	กาฬสินธุ์	ยางตลาด	บัวบาน	46120	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	0/1/1900 0:00	 	 	4	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:38	Long-term
l5316	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	S99S8189 ที่ดินเขาใหญ่	l5316	 	456	8400000	8500000	8500000	8000000	99999.99999	0	0	24	4*6	น.ส.4จ.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.1	-	14.5095707	101.3775321	ว่าง	-	ที่ดินเขาใหญ่ บ้านไร่ดินดำ	นครราชสีมา	ปากช่อง	หมูสี	30130	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	1	0	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 20:05	Long-term
l5335	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดินในปาย พื้นที่ 2 ไร่ 1 งาน 43 ตารางวา	l5335	 	465	1700000	2000000	2000000	1500000	1802.75716	2	1	43	61*61	น.ส.4จ.	โคลน	2 เมตร	สูงกว่าถนน	0.2	ที่ดินแปลงนี้เหมาะสำหรับท่านที่ต้องการหลีกหนีความว ุ่นวายในการสร้างบ้านหลังเล็กๆ สักหลัง ด้วยบรรยากาศที่เงียบสงบ พร้อมวิว ภูเขาและทุ่งนา แถมราคาไม่แพง	19.3061309	98.4525058	ว่าง	ติดถนนคอนกรีต และลำเหมืองสาธารณะ และ อยู่ห่าง	-	แม่ฮ่องสอน	ปาย	ทุ่งยาว	58130	127	 	127	 	127	นายหน้า	 	1	0	0	0	0	0	1	 	 	6	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 12:33	Long-term
l5419	พื้นที่สีน้ำตาล – ที่ดินประเภทที่อยู่อาศัยหนาแน่นมาก	ขายที่ดินเปล่า 4 ไร่ 30 ตารางวา ซอยเทศบาลโคกก	l5419	 	2662666	60310000	60340000	60350000	60360000	37000	4	0	30	100*220	น.ส.4จ.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.12	"ที่ดินเปล่า 4-0-30 ไร่ (1,630 ตารางวา) ในซอยเทศบาลโคกกรวด 14 ห่างจากปากซอย 270 เมตร บนถนนมิตรภาพ ใกล้โรงพยาบาล สถานีตำรวจ ร้านอาหาร ตลาดสด ธนาคาร ปั้มน้ำมัน แวดล้อมไปด้วยสถานศึกษา บริษัท ห้างร้านต่างๆ เดินทางสะดวก สู่อำเภอปากช่อง จังหวัดบุรีรัมย์ จังหวัดปราจีนบุรี ใกล้โครงการ Mega Project รถไฟความเร็วสูงไทย-จีน ในอนาคต"	14.98207053	102.0794062	ว่าง	 	เมือง นครราชสีมา	นครราชสีมา	เมืองนครราชสีมา	มะเริง	30000	127	 	127	 	127	นายหน้า	 	0	0	0	1	0	0	1	 	 	5	ยังไม่ขาย	img_1583427170564.jpg	59	5/3/2020 23:52	Long-term
l5535	พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม	ขายที่ดินเปล่า เนื้อที่ 100 ไร่ ต. ดงมหาวัน อ	l5535	 	562123	4500000	5000000	50000000	6000000	0	100	0	ม.ค.-00	400*400	น.ส.4จ.	ดิน	1 เมตร	สูงกว่าถนน	0.3	ทำเลดี วิวสวย อยู่บนเนินเขา	N/A	N/A	ขายฝาก	-	 	เชียงราย	เวียงเชียงรุ้ง	ดงมหาวัน	57210	0	 	0	 	0	นายหน้า	 	0	0	0	0	1	0	0	 	 	10	 	Defult/Defult.png	48	5/10/2019 18:34	Long-term
l5566	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดินแปลงใหญ่ ใกล้เมือง อ.ดอยสะเก็ด ติดถน	l5566	 	254511551	750000	755000	765000	760000	4.1032	456	3	มี.ค.-00	18000*18560	น.ส.3	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.52	ที่ดินทั้งหมดมีจำนวน 456 ไร่ 3 งาน 84.7 ตารางวา รวม 136 โฉนด	18.86418211	99.1208572	ว่าง	 	เชิงดอย ดอยสะเก็ด เชียงใหม่	เชียงใหม่	ดอยสะเก็ด	เชิงดอย	50220	127	 	127	 	127	นายหน้า	 	0	0	0	0	1	1	0	 	 	8/1/1900 0:00	ยังไม่ขาย	img_1583424483660.jpg	59	5/3/2020 23:07	Long-term
l5852	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่นา 6-1-97 ไร่ วิวเขาสวยๆ หน้ากว้างติดถน	l5852	 	658	7791000	8000000	8000000	7500000	3000	6	1	97	100*103	น.ส.3	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0	วิวเขาสวยๆ หน้ากว้างติดถนนหลัก 100 เมตร ติดน้ำด้านหลังติดลำเหมืองสาธารณะบรรยากาศดี	19.012521	98.8252502	ว่าง	- ร.ร.เปรมนานาชาติ 6 กม. - ตลาด อบต.เทศบาลริม	-	เชียงใหม่	แม่ริม	สะลวง	50330	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	0	1	 	 	6	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 12:42	Long-term
l5955	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดิน 4ไร่ 1งาน 84ตรว เชียงราย ใกล้ตลาดแม	l5955	 	5502338	4900000	5000000	5000000	5000000	2747	446	2	86.84	10*10	ส.ค.-01	ลูกรัง	2 เมตร	ต่ำกว่าถนน	0.3	 	20.3798982	99.89922	ว่าง	 	 	เชียงราย	แม่สาย	แม่สาย	57130	N/A	 	N/A	 	N/A	นายหน้า	 	0	0	0	1	0	0	0	 	 	2	 	img_1569590752948.jpg	39	27/9/2019 13:25	Long-term
l5977	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายสวนไม้สัก ศรีเทพ เพชรบูรณ์ 31ไร่ 6. 99ล้าน	l5977	 	325	6990000	7000000	7000000	8000000	550.52375	31	2	97	225*225	น.ส.3	โคลน	2 เมตร	สูงกว่าถนน	0.1	-	15.4707882	101.0146187	ว่าง	ต้นไม้สัก	-	เพชรบูรณ์	ศรีเทพ	โคกสะอาด	67170	127	 	127	 	127	เจ้าของ	 	1	0	0	0	0	0	1	 	 	30	ยังไม่ขาย	img_1575211511513.jpg	59	1/12/2019 14:41	Long-term
l6101	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ที่ดิน อ. แม่จัน เชียงราย	l6101	 	6505997	4500000	4400000	4450000	4600000	84906	132	4	53.09	10*10	ส.ค.-01	โคลน	4 เมตร	สูงกว่าถนน	0.2	 	N/A	N/A	ว่าง	 	 	เชียงราย	แม่จัน	แม่จัน	57110	N/A	 	N/A	 	N/A	นายหน้า	 	0	0	0	0	0	0	1	 	 	4	 	img_1569591019542.jpg	39	27/9/2019 13:30	Long-term
l6176	พื้นที่สีส้ม – ที่ดินประเภทที่อยู่อาศัยหนาแน่นปานกลาง	ขายที่ดิน เนื้อที่ 94 ตารางวา ราคาร้อนตัง ในเ	l6176	 	652	3500000	5000000	5000000	4000000	37234.04255	0	0	94	16*23.5	น.ส.3ก.	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	สำหรับ นักลงทุน หรือ สำหรับ สร้างบ้านเพื่อ อยู่ อาศัย ปกติ ราคา 5.5ล้าน	16.4096983	102.8270299	ว่าง	ห่างจากโลตัส เซเว่น ตลาดเคหะ เพียงแค่ 300-400	เหล่านาดี	ขอนแก่น	เมืองขอนแก่น	ในเมือง	40000	127	 	127	 	127	นายหน้า	 	0	0	1	1	0	0	1	 	 	5	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 17:29	Short-Term
l6253	พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม	ขายที่ดินเปล่า เนื้อที่ 100 ไร่ ต. ดงมหาวัน อ	l6253	 	562123	4500000	5000000	50000000	6000000	0	100	0	0	400*400	น.ส.4จ.	ดิน	1 เมตร	สูงกว่าถนน	1.2	ทำเลดี วิวสวย อยู่บนเนินเขา	N/A	N/A	ขายฝาก	-	 	เชียงราย	เวียงเชียงรุ้ง	ดงมหาวัน	57210	0	 	0	 	0	นายหน้า	 	0	0	0	0	1	0	0	 	 	10	 	Defult/Defult.png	48	5/10/2019 18:34	Long-term
l6433	พื้นที่สีม่วง – ที่ดินประเภทอุตสาหกรรมและคลังสินค้า	 ขาย! ที่ดินสวย 3 ไร่ครึ่ง ถ.เทพารักษ์ บางเสา	l6433	 	-	41730000	41000000	41000000	42000000	14951.63024	3	2	1391	80*70	น.ส.3	คอนกรีต	8 เมตร	สูงกว่าถนน	0.6		13.5806557	100.7892166	ว่าง	 	 	สมุทรปราการ	บางเสาธง	บางเสาธง	10540	127	 	127	 	127	เจ้าของ	 	0	0	0	0	0	0	1	 	 	3	ยังไม่ขาย	Defult/Defult.png	38	17/11/2019 12:39	Long-term
l6469	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	 ที่ดินเปล่า ขายที่ดิน ติดถนนโคกไทย บ้านคิรี	l6469	 	3011	21846000	30000000	25000000	20000000	2000	27	1	23	209*209	น.ส.2	ยางมะตอย	8 เมตร	ต่ำกว่าถนน	0.1	เหมาะสำหรับ เป็นอพาร์ตเมนท์ หรือพัฒนาเป็นบ้านจัดสรร	13.840958	101.4679893	ว่าง	#NAME?	3011	ปราจีนบุรี	ศรีมโหสถ	โคกไทย	25190	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0	ใกล้นิคมอุตสาหกรรม	 	3	ยังไม่ขาย	Defult/Defult.png	59	17/11/2019 7:50	Long-term
l6528	พื้นที่สีเหลือง – ที่ดินประเภทที่อยู่อาศัยหนาแน่นน้อย	ขายที่ดิน 9 ไร่ ติดถนนใหญ่	l6528	 	600025	45000000	45000000	45000000	45000000	11565.15035	9	2	91	140*220	น.ส.3	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.12	ขายที่ดินพร้อมสิ่งปลูกสร้าง ซึ่งเป็นสถานีบริการน้ำมันบางจาก บนพื้นที่ 9-2-91 ไร่ อยู่ติดถนนโชคชัย-เดชอุดม หน้ากว้างประมาณ 140 เมตร จำนวน 2 โฉนด ใกล้สี่แยกโคกตาล อำเภอขุขันธ์ จังหวัดศรีสะเกษ เดินทางสู่จังหวัดสุรินทร์เพียง 1 ชั่วโมงครึ่ง และ 2 ชั่วโมง ถึงจังหวัดอุบลราชธานี เดินทางสู่ประเทศเพื่อนบ้านเพียง 1 ชั่วโมง ถึงด่านศุลกากรช่องสะงำ มุ่งหน้าสู่ราชอาณาจักรกัมพูชา และเพียง 2 ชั่วโมงครึ่ง สู่ด่านศุลกากรช่องเม็ก มุ่งหน้าสู่สาธารณรัฐประชาธิปไตยประชาชนลาว การจราจรหนาแน่นในช่วงเทศกาลต่างๆ เหมาะแก่การทำจุดพักรถ แหล่งจำหน่ายสินค้าต่างๆ	14.71501761	104.1957967	จำนอง	ปั้มน้ำมัน	ขุขันธ์ ศรีสะเกษ	ศรีสะเกษ	ขุขันธ์	จะกง	33140	127	 	127	 	127	นายหน้า	 	0	1	0/1/1900 0:00	0	0	1	0	 	 	8	ยังไม่ขาย	img_1583425242232.jpg	59	5/3/2020 23:20	Long-term
l6637	พื้นที่สีขาวมีกรอบและเส้นทะแยงสีเขียว – ที่ดินประเภทอนุรักษ์ชนบทและเกษตรกรรม	ขายที่ดินทำเลเด่นติดถนนสาย 13	l6637	 	7283932	110000000	200000000	190000000	100000000	4179.80773	65	3	17	"1,208*89.00"	น.ส.4จ.	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.1	เขตผังเมืองสี/ประเภท ทรัพย์สินตั้งอยู่ในเขตผังเมืองประเภท อุตสาหกรรมทั่วไปที่ไม่เป็นมลพิษต่อชุมชนหรือสิ่งแวด ล้อมและ คลังสินค้า (พื้นที่สีขาวมีกรอบและเส้นทแยงสีม่วง)	12.8443933	101.1598892	ว่าง	-บริษัท สยามเทรนนิ่ง จำกัด (SIAM TRAINING CO.	หมู่ที่ 2 ถนนสาย 13 ซอย 9-10 ทางหลวงหมายเลข 3	ระยอง	นิคมพัฒนา	พนานิคม	21180	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0	 	 	3	ยังไม่ขาย	Defult/Defult.png	59	18/11/2019 13:29	Long-term
l6850	พื้นที่สีเขียว – ที่ดินประเภทชนบทและเกษตรกรรม	ขายที่ดินติดถนน แปลงสวย มองเห็นวิวภูเขาเกือบ 	l6850	 	3090	3150000	4000000	4000000	3000000	848.14216	9	1	14	121*119	น.ส.4จ.	โคลน	8 เมตร	สูงกว่าถนน	3	แปลงสวยติดถนนใหญ่ มองเห็นวิวภูเขาเกือบ 360 องศา อ.วังน้ำเขียว ไฟฟ้า น้ำ เข้าถึงที่ดิน สัญญาณโทรศัพท์ชัดเจนทั้ง 3 ค่าย	14.5678854	101.7130351	ว่าง	ติดถนนเส้นวังน้ำเขียว-ปากช่อง (ทล 3060)	Thanon DPT.	นครราชสีมา	วังน้ำเขียว	ระเริง	30150	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0	 	 	 	ยังไม่ขาย	Defult/Defult.png	59	22/11/2019 5:46	Long-term
l6909	พื้นที่สีแดง – ที่ดินประเภทพาณิชยกรรม	Training	l6909	 	 	50000000	48500000	48000000	49000000	10416.66667	12	0	0	139x138	น.ส.4จ.	ยางมะตอย	8 เมตร	ต่ำกว่าถนน	 	 	20.05054192	99.87958278	ขายฝาก	ตรงข้ามศูนย์ราชการพังโคนข้างสถานีน้ำมันและศูน	0	สกลนคร	พังโคน	พังโคน	47160	127	 	127	 	127	นายหน้า	 	0	0	0	0	0	1	0/1/1900 0:00	 	 	4	ยังไม่ขาย	Defult/Defult.png	63	17/11/2019 15:55	Long-term
