ID_Property	PropertyType	AnnounceTH	CodeDeed	SellPrice	Costestimate	CostestimateB	MarketPrice	BathRoom	BedRoom	CarPark	HouseArea	Floor	LandR	LandG	LandWA	LandU	HomeCondition	BuildingAge	BuildFD	BuildFM	BuildFY	Directions	RoadType	RoadWide	GroundLevel	GroundValue	MoreDetails	Latitude	Longitude	AsseStatus	ObservationPoint	Location	LProvince	LAmphur	LDistrict	LZipCode	ContactUo	ContactU	ContactUt	ContactS	ContactSt	ContactSo	Blind	Neareducation	Cenmarket	Market	River	Mainroad	Insoi	Letc	airconditioner	afan	AirPurifier	Waterheater	WIFI	TV	refrigerator	microwave	gasstove	wardrobe	TCset	sofa	bed	shelves	CCTV	Securityguard	pool	Fitness	Publicarea	ShuttleBus	WVmachine	CWmachine	Elevator	Lobby	ATM	BeautySalon	Balcony	EventR	MeetingR	LivingR	Hairsalon	Laundry	Store	Supermarket	CStore	MFee	Kitchen	LandAge	Created	PPStatus	ImageEX	Owner	UserType
c9501	คอนโด	คอนโดหรูใจกลางเมืองเชียงราย ราคาถูกกว่าโครงการ	12852	1000000	0	2000000	1000000	1	1	1	29	5					ใหม่	5			2557	ทิศเหนือ	คอนกรีต	4 เมตร			#NAME?	19.9267447	99.8371105	ว่าง	สนามบินเชียงราย • มหาวิทยาลัยแม่ฟ้าหลวงเชียงราย • มหาวิทยาลัยราชภัฎ เชียงราย • ร.ร.นานาชาติเชียงราย • ร.ร.อนุบาลเชียงราย • ห้างแมคโคร • ห้าง BigC 2 • ศูนย์ราชการ	499 หมู่5	เชียงราย	เมืองเชียงราย	ริมกก	57100				นายหน้า			0	1	1	0	0	0	0		1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	500	1		6/10/2019 14:36		img_1570372682144.jpg	49	Long-Term
c9591	คอนโด	5C4MG0291 ขายคอนโดย่านเศรษฐกิจ 	15632	2000000	0	2000000	2000000	1	1	1	30	5					ใหม่	5			2557	ทิศตะวันตก	คอนกรีต	4 เมตร			ห้องสวยตกแต่งอย่างลงตัว บรรยากาศดีเงียบสงบเป็นส่วนตัว มีความปลอดภัย การเดินทางสะดวกสบาย ใกล้สิ่งอำนวยควมสะดวก	20.2718669	100.0792882	ว่าง	เซ็นทรัลพลาซ่าเชียงราย 500 ม. บิ๊กซีเชียงราย 500 ม. โรงพยาบาลเกษมราษฎร์ 1.4 กม. ตลาดโชคเจริญ 1.7 กม	412	เชียงราย	เมืองเชียงราย	รอบเวียง	57000				นายหน้า			0	0	1	0	0	1	0		1	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	1	0	1	3000	1		7/10/2019 19:41		img_1570477365735.jpg	48	Long-Term
c9617	คอนโด	คอนโด10	1247856	6868500	0	7000000	10000000	2	3	2	49	11					ใหม่	2			2560	ทิศเหนือ	คอนกรีต	8 เมตร			-	13.7656805	100.4993379	ว่าง	วัดตรีทศเทพ	336	กรุงเทพมหานคร	เขตพระนคร	วัดสามพระยา	10200	597233	597233	597233	นายหน้า			0	1	1	1	0	0	0		1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	2800	1		17/11/2019 20:06	ยังไม่ขาย	Defult/Defult.png	59	Short-Term
h0013	บ้าน	บ้านดี อยู่แล้วรวย	65874	2000000	0	1500000	3000000	2	2	1	200	2	0	2	50		ใหม่	1	16	มีนาคม	2561	ทิศเหนือ	ยางมะตอย	8 เมตร	สูงกว่าถนน			20.05425985	99.88142868	ว่าง	เทศบาล ท่าสุด	201	เชียงราย	เมืองเชียงราย	ท่าสุด	57100	641001	641001	641001	เจ้าของ			0	1	0	0	1	0	0		0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		10/12/2019 15:21	ยังไม่ขาย	img_1575966280282.jpg	64	Short-Term
h0056	บ้าน	5C3MG0249 บ้านเดี่ยว 2 ชั้น บ้านหลังใหญ่ พื้นที่ 390 ตรว.	96515	3000000	0	4000000	5000000	3	3	2	300	2	0	3	90		มือสอง	17			2545	ทิศตะวันออก	คอนกรีต	1 เมตร	สูงกว่าถนน	0.1	เฟอร์นิเจอร์และอุปกรณ์ภายในครบครัน บรรยากาศดีเงียบสงบ การเดินทางเข้าออกสะดวกสบาย ไม่ไกลจากร้านสะดวกซื้อ ตลาด และห้างสรรพสินค้า	19.9193565	99.7697814	ว่าง	- หาดเชียงราย 7 กม. - เชียงรายไนท์บาร์ซ่าร์ 11 กม. - โรงพยาบาลเชียงรายประชานุเคราะห์ 9.7 กม.	753	เชียงราย	เมืองเชียงราย	ดอยฮาง	57000				นายหน้า			1	0	0	0	0	0	0		1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/10/2019 20:10		img_1570479121771.jpg	48	Short-Term
h0108	บ้าน	ขายบ้านแฝด เพอร์เฟค พาร์ค บางบัวทอง 123/139	UA00003	4000000	0	4000000	4000000	2	3	1	202.05	2	0	3	36.7		มือสอง	3	15	พฤษภาคม	2559	ทิศตะวันออก	คอนกรีต	4 เมตร	สูงกว่าถนน	0.22	 ที่อยู่ - (ตลาดสมบัติบุรี 1 กม. ตลาดสดบัวทองพัฒนา 3 กม. Big C Extra 8.9 กม. ตลาดกลางบางใหญ่ 9 กม. Index livingmall 9 กม. บางใหญ่ไนท์พลาซ่า 8.8 กม. โรงพยาบาลเกษมราษฎร์ รัตนาธิเบศร์ 11.3 กม. HomePro 11.2 กม. Central Westgate 10.8 กม. The Crystal ชัยพฤกษ์ 8.9 กม. HomePro ชัยพฤกษ์ 6.3 กม. โรงพยาบาลวิภาราม ปากเกร็ด 11.8 กม. กระทรวงพาณิชย์ 14.5 กม. ม.เทคโนโลยี ราชมงคล สุวรรณภูมิ 16.1 กม. โรงพยาบาลพระนั่งเกล้า 17 กม.) ถนนกาญจนาภิเษก(วงแหวนรอบนอก) ตำบลบางบัวทอง อำเภอบางบัวทอง จ.นนทบุรี บางบัวทอง บางบัวทอง นนทบุรี 11110	NULL	NULL	"ว่าง"""	ตลาดสมบัติบุรี 1 กม	 123/139 ซอย 14เพอร์เฟค พาร์ค บางบัวทอง 	นนทบุรี	บางบัวทอง	บางบัวทอง	11110	387289	383151	383151	เจ้าของ			0	0	1	0	0	1	1		1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		6/10/2019 8:45		img_1570351523712.jpg	38	Long-Term
h0544	บ้าน	ขายบ้านแฝด 60.2 ตร.ว	21122	1000000	0	1000000	1000000	2	2	1	60.2	2	0	0	60.2		ใหม่	1	5	กรกฎาคม	2561	ทิศใต้	คอนกรีต	4 เมตร	สูงกว่าถนน	0.15	บ้านแฝด ตำแหน่งคลอง 10 เข้าไป6.2กม.บรรยากาศดี จัดทำออฟฟิตได้ ที่อยู่อาศัย จัดเก็บสต็อกสินค้า ห่างจากสถานีตำรวจ 2.3 กม. ห่างจาก โรงพยาบาลหนองเสือ 2.3 กม. ห่างจาก โรงเรียนหนองเสือวิทยาคม 3.5 กม. ห่างจาก อบต บึงบา 3.5 กม. ห่างจาก มศว.?องครักษ์ 26 กม. ห่างจากมหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี 24 กม.ห่างจากที่ว่าการอำเภอหนอแค 29 กม.	NULL	NULL	ขายฝาก	 โรงเรียนหนองเสือวิทยาคม 3.5 กม	45 ต.บึงบา อ.หนองเสือ จ.ปทุมธานี บึงบา หนองเสือ ปทุมธานี 12170	ปทุมธานี	หนองเสือ	บึงบา	12170	386614	383843	383843	นายหน้า			0	0	0	0	0	0	1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		6/10/2019 8:31		img_1570350682814.jpg	38	Long-Term
h0817	บ้าน	new new new	23456	2000000	0	2400000	2100000	2	3	2	200	2	0	0	60		ใหม่	1	9	พฤศจิกายน	2561	ทิศเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน	0.3	wwww	NULL	NULL	ว่าง	ตลาด	34	กรุงเทพมหานคร	เขตบางกะปิ	*ลาดพร้าว					เจ้าของ			0	1	1	1	0	0	0		1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		12/11/2019 3:30	ยังไม่ขาย	Defult/Defult.png	29	Short-Term
h1193	บ้าน	ขายบ้านเดี่ยว 2 ชั้น 	54218	7000000	0	6000000	6000000	2	3	2	150	2	0	1	50		มือสอง	11			2551	ทิศตะวันตก	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	เฟอร์นิเจอร์และอุปกรณ์ภายในครบครัน หิ้วกระเป๋าเข้าอยู่ได้เลย บรรยากาศดีเงียบสงบ การเดินทางเข้าออกสะดวกสบาย ไม่ไกลจากร้านสะดวกซื้อ ตลาด และห้างสรรพสินค้า	"19.9654049"""	99.8561929	จำนอง	-สนามบิน 4 กม. -แม็กโคร 1.5 กม. -Big C 1.5 กม.	253	เชียงราย	เมืองเชียงราย	บ้านดู่	57100				นายหน้า			0	0	1	0	0	1	0		1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/10/2019 20:29		img_1570480295492.jpg	48	Long-Term
h1402	บ้าน	Training	GSM1662031	830000	0	900000	850000	1	2	0	835	0					มือสอง	70			2492	ทิศใต้	โคลน	1 เมตร	ต่ำกว่าถนน	1		20.0505335	99.8795625	จำนอง		666	ยโสธร	ค้อวัง	น้ำอ้อม	35160	624122	624122	624122	นายหน้า			1	0	0	0	0	0	0		0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		17/11/2019 11:46	ยังไม่ขาย	Defult/Defult.png	62	Long-Term
h1426	บ้าน	บ้าน8	744252	6000000	0	5500000	5000000	2	3	1	983	2	0	2	77		มือสอง	10			2552	ทิศตะวันออกเฉียงเหนือ	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.2	-	15.366734	100.0082758	ว่าง	สำนักงานขนส่งจังหวัดอุทัยธานี	860	อุทัยธานี	เมืองอุทัยธานี	น้ำซึม	61000	595040	595040	595040	เจ้าของ			0	1	1	1	0	1	0		1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		18/11/2019 8:23	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h1571	บ้าน	5C3MG0248 บ้าน ในโครงการทำเลย่านเศรษฐกิจ พื้นที่ 1 ไร่ ราคา 8 ล้านบาท	84566	8000000	0	8000000	8000000	3	3	4	500	2	0	3	100		มือสอง	18			2544	ทิศตะวันออก	คอนกรีต	2 เมตร	สูงกว่าถนน	0.3	 เฟอร์นิเจอร์และอุปกรณ์ภายในครบครัน บรรยากาศดีเงียบสงบ การเดินทางเข้าออกสะดวกสบาย ไม่ไกลจากร้านสะดวกซื้อ ตลาด และห้างสรรพสินค้า	20.2718669	100.0792882	จำนอง	- โรงพยาบาลค่ายเม็งรายมหาราช 3 กม. - เชียงรายไนท์บาร์ซ่าร์ 5.5 กม. - โรงพยาบาลเชียงรายประชานุเคราะห์ 5 กม. - เซ็นทรัลเชียงราย 6.4 กม.	565	เชียงราย	เมืองเชียงราย	รอบเวียง	57000				นายหน้า			1	0	0	0	0	0	0		1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		8/10/2019 2:30		img_1570501953380.jpg	51	Long-Term
h1687	บ้าน	condo		200000	0	200000	200000	1	1	1	20	2	20	20	20		มือสอง	2	20	มกราคม	2560	ทิศเหนือ	ยางมะตอย	2 เมตร	ต่ำกว่าถนน			18.787747	98.9931284	จำนอง			กรุงเทพมหานคร	เขตหนองจอก	คลองสิบสอง	10530	111	111	111	เจ้าของ			0	1	0	0	0	0	0		0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		15/11/2019 15:04	ยังไม่ขาย	img_1575886055148.jpg	27	Long-Term
h2025	บ้าน	ขายบ้าน ห้วยเคียน ต. ทุ่งกอ อ. เวียงเชียงรุ้ง จ. เชียงราย	11522	1000000	0	2000000	1000000	2	3	1	400	2	0	3	100		มือสอง	14			2548	ทิศตะวันตกเฉียงเหนือ	โคลน	2 เมตร	สูงกว่าถนน	0.2	ขายบ้าน ห้วยเคียน ต.ทุ่งกอ อ.เวียงเชียงรุ้ง จ.เชียงราย	NULL	NULL	ว่าง	ห่างตัวเมือง26 กิโลเมตร ห่างสนามบิน 22 กิโลเมตร	82/1	เชียงราย	เวียงเชียงรุ้ง	ทุ่งก่อ	57210				นายหน้า			1	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/10/2019 18:37		img_1570473521919.jpg	49	Long-Term
h2037	บ้าน	ขายบ้านเดี่ยวชั้นเดียวโซนบ้านดู่ขัวแคร่ 	920141001	2470000	0	2500000	2300000	2	3	4	257	1	0	0	64		ใหม่	1			2561	ทิศตะวันออก	คอนกรีต	4 เมตร	สูงกว่าถนน	0.05	บ้านสวยสร้างใหม่ ไม่ไกลตัวเมือง ที่ออกแบบตัวบ้านได้อย่างทันสมัย และค่อนข้างลงตัว ต้วบ้านกว้างขวาง ปลอดโปร่ง โล่งสบาย บนทำเลที่เหมาะสม มีพื้นที่จอดรถมากกว่า 4 คัน หรือ สามารถทำเป็นมุมพักผ่อนโซนหน้าบ้านได้อีกด้วย การเดินทางค่อนข้างสะดวกสบายใกล้ตัวเมือง ใกล้ตลาด ใกล้ห้างบิ๊กซี ใกล้ห้างแม็คโคร 	19.9508003	99.83911946	ว่าง	-ห้างบิ๊กซีเชียงราย 2(บ้านดู่) - 2.3 กม - ใช้เวลาในการเดินทางประมาณ 5 นาที -ห้างเเม็คโครเชียงราย - 2.3 กม -ใช้เวลาในการเดินทางประมาณ 5 นาที -สนามบินแม่ฟ้าหลวงเชียงราย - 5.1 กม. - ใช้เวลาในการเดินทางประมาณ 10 นาที -ตลาดสดบ้านดู่ - 2.9 กม. - ใช้เวลาในการเดิ	190	เชียงราย	เมืองเชียงราย	บ้านดู่	57100	595183	595183	595183	นายหน้า			0	1	1	1	0	0	1		1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		17/11/2019 7:08	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h2160	บ้าน	บ้าน3	235115	2235000	0	3000000	2500000	2	3	2	920	2	0	2	30		มือสอง	18			2544	ทิศตะวันออก	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	-	6.5447995	101.2853254	ว่าง	มหาวิทยาลัย		ยะลา	เมืองยะลา	สะเตง	95000	590967	590967	590967	นายหน้า			0	1	1	1	0	1	0		1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		17/11/2019 18:54	ยังไม่ขาย	Defult/Defult.png	59	Short-Term
h2691	บ้าน	บ้านเดี่ยว ใกล้ตลาดบ้านดู่	xxx	2300000	0	2100000	2200000	2	3	2	120	0			60		ใหม่	0			2562	ทิศเหนือ	คอนกรีต	8 เมตร	สูงกว่าถนน	0.3	testing	19.9104798	99.840576	ว่าง			เชียงราย	เมืองเชียงราย	บ้านดู่	57100	657680	657680	657680	นายหน้า			0	0	1	0	0	0	0		1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		10/12/2019 15:15	ยังไม่ขาย	img_1575965781659.jpg	65	Long-Term
h2705	บ้าน	บ้าน2	2661122	1815000	0	1500000	2000000	2	3	2	1262	1	0	3	16		มือสอง	43	- วัน-		2519	ทิศเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	-	6.424468	101.8150573	ว่าง	สนามฟุตบอล	9600	นราธิวาส	เมืองนราธิวาส	บางนาค	96000	599506	599506	599506	นายหน้า			0	0	0	0	0	1	0		1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		17/11/2019 18:47	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h3003	บ้าน	บ้าน7	3265142	9210000	0	10000000	10000000	2	3	2	317	1	1	0	21		มือสอง	12			2550	ทิศเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	-	18.77842588	99.05135799	ว่าง	Yoha Cottage สถานออกกำลังกาย	720	เชียงใหม่	สันป่าตอง	สันกลาง	50120	592897	592897	592897	เจ้าของ			0	1	1	1	0	0	1		1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		18/11/2019 8:16	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h3013	บ้าน	พฤกษา28/1 นิคมอุตสาหกรรมบางปู 35ตร.ว. แพรกษา14/1 บ้านรีโนเวท สมุทรปราการ	9784306	2000000	0	2000000	2000000	2	3	1	35	1	0	0	35		ใหม่	1	20	กรกฎาคม	2561	ทิศตะวันตก	คอนกรีต	8 เมตร	สูงกว่าถนน	0.36	ทาวน์เฮ้าส์ 2 ชั้น เนื้อที่ 35 ตารางวา	NULL	NULL	"จำนอง"""	-	พฤกษา28/1 นิคมอุตสาหกรรมบางปู 35ตร.ว. แพรกษา14/1 บ้านรีโนเวท สมุทรปราการ  ที่อยู่ - (นิคมอุตสาหกรรมบางปู แพรกษา) แพรกษา สมุทรปราการ แพรกษา เมืองสมุทรปราการ สมุทรปราการ	สมุทรปราการ	เมืองสมุทรปราการ	แพรกษา	10280	388569	387265	387265	นายหน้า			0	0	0	0	0	0	1		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		6/10/2019 9:42	ขายแล้ว	img_1570355069313.jpg	38	Long-Term
h3184	บ้าน	บ้าน สามัคคี 29 ปากเกร็ด นนทบุรี 	21546545	34000000	0	34500000	34700000	6	5	4	105	1	0		705		ใหม่	1	4	ธันวาคม	2561	ทิศใต้	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.1	บ้านเดี่ยวขนาดใหญ่ พร้อมสนามเเละสระว่ายน้ำส่วนตัว ขนาดบ้าน: 605 ตร.ม. 	13.8994973	100.5426442	ว่าง	โรงเรียนนานาชาติกรุงเทพ (ISB) 	"ปากเกร็ด, นนทบุรี, ไทย, 11120"	นนทบุรี	ปากเกร็ด	ปากเกร็ด	11120	389849	389849	389849	นายหน้า			0	0	1	0	0	1	0		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/12/2019 10:27	ยังไม่ขาย	img_1575959999038.jpg	38	Short-Term
h3214	บ้าน	ขายบ้านเดี่ยว 2 ชั้นในโครงการ พื้นที่ 66 ตารางวา มี 3 ห้องนอน 3 ห้องน้ำ เฟอร์นิเจอร์และอุปกรณ์ภายในครบครัน บรรยากาศดีเงียบสงบ	4572142	5500000	0	2508000	4000000	3	3	2	100	2	0	0	66		ใหม่	2			2560	ทิศตะวันออกเฉียงเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน	0.1	 เฟอร์นิเจอร์และอุปกรณ์ภายในครบครัน บรรยากาศดีเงียบสงบ การเดินทางเข้าออกสะดวกสบาย ไม่ไกลจากร้านสะดวกซื้อ ตลาด และห้างสรรพสินค้า	19.9268374	99.8656528	ว่าง	- ตลาดบ้านใหม่ 2.5 กม. - แม็คโคร 5.7 กม. - Big C 6 กม. - เชียงรายไนท์บาร์ซ่าร์ 4 กม.	-	เชียงราย	เมืองเชียงราย	ริมกก	57100				นายหน้า			0	0	1	0	0	0	1		1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		14/11/2019 11:39	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h3584	บ้าน	MFu	123456	2000000	0	2500000	2500000	1	1	1	2500	2	0	2	50		ใหม่	2	3	มกราคม	2560	ทิศเหนือ	ยางมะตอย	8 เมตร	สูงกว่าถนน	0.1		16.7124054	98.5746649	ว่าง	ศูนย์ส่งเสริมสินค้าพื้นเมือง	111	ตาก	แม่สอด	แม่สอด	57000	669065	669065	669065	นายหน้า			1	0	0	0	0	1	0		1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		10/12/2019 15:23	ยังไม่ขาย	img_1575966424975.jpg	66	Short-Term
h3634	บ้าน	5C4MG0306 ขายบ้านเดี่ยวชั้นเดียว	41215	2000000	0	3000000	2000000	2	2	2	100	1	0	0	69		มือสอง	4			2558	ทิศตะวันตก	คอนกรีต	2 เมตร	สูงกว่าถนน	0.2	บ้านเดี่ยวชั้นเดียว ทำเลย่านเศรษฐกิจ บรรยากาศดี เงียบสงบ มีความเป็นส่วนตัว ทำเลดี ใกล้สิ่งอำนวยความสะดวก เดินทางเข้าออกสะดวก	20.2718669	100.0792882	ว่าง	- Big C 1.5 กม. - เซ็นทรัลเชียงราย 2.5 กม. - เชียงรายไนท์บาร์ซ่าร์ 3 กม. - สนามกีฬากลางจังหวัดเชียงราย 4.5 กม.	142	เชียงราย	เมืองเชียงราย	รอบเวียง	57000				นายหน้า			0	0	0	0	0	1	0		1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/10/2019 18:44		img_1570473967791.jpg	49	Long-Term
h3838	บ้าน	บ้าน5	2356458	7500000	0	8000000	7000000	2	4	3	1145	2	0	2	86		มือสอง	11	- วัน-		2551	ทิศตะวันออกเฉียงเหนือ	คอนกรีต	8 เมตร	สูงกว่าถนน	0.1	-	16.45373091	103.4845866	ว่าง	ร้านประนอมพาณิชย์	560	กาฬสินธุ์	เมืองกาฬสินธุ์	ลำพาน	46000	592559	592559	592559	นายหน้า			0	1	1	1	0	1	0		1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		18/11/2019 8:04	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
h3975	บ้าน	บ้าน1	12520	2085000	0	3000000	2400000	2	3	2	856	2	0	2	14		มือสอง	16			2546	ทิศตะวันออก	คอนกรีต	8 เมตร	สูงกว่าถนน	0.1	-	NULL	NULL	ว่าง	-	-	บึงกาฬ	ปากคาด	นากั้ง	38190	594127	594127	594127	นายหน้า			0	1	1	0	0	1	0		1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		17/11/2019 18:34	ยังไม่ขาย	Defult/Defult.png	59	Short-Term
h4070	บ้าน	 ขายบ้านเดี่ยว Nirvana Beyond Kaset-Nawamin	3214	24000000	0	24000000	24000000	5	4	3	74.8	3	0	3	77.8		มือสอง	3	1	กุมภาพัน	2559	ทิศเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน	0.12		13.75804349	100.7110479	ขายฝาก	บุญถาวร เกษตร-นวมินทร์	 345/14 ถนนเกษตร-นวมินทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพฯ 10230	กรุงเทพมหานคร	เขตบึงกุ่ม	คลองกุ่ม	10240	104	104	104		นายหน้า		0	0	0	0	0	1	1		1	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		30/9/2019 13:16		img_1574260223908.jpg	38	Long-Term
h4174	บ้าน	บ้านแฝด เดอะแพลนท์ เทพารักษ์ สมุทรปราการ	T-15797	6000000	0	7000000	6000000	2	3	2	150	2	0	0	55		มือสอง	9			2553	ทิศเหนือ	คอนกรีต	4 เมตร	สูงกว่าถนน		บ้านแฝด 2 ชั้น สร้างบนเนื้อที่ 55.7 ตารางวา จอดรถได้ 2 คัน ตัวบ้านมี 3 ห้องนอน 2 ห้องน้ำ ห้องครัว	NULL	NULL	ว่าง		ซ.ศรีสมิตร ถนนเทพารักษ์ ต.บางเมือง อ.เมืองสมุทรปราการ จ.สมุทรปราการ	สมุทรปราการ	เมืองสมุทรปราการ	บางเมืองใหม่	10270	465032	465032	465032	นายหน้า			0	0	0	0	0	0	0		1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		7/10/2019 17:17		img_1570468658234.jpg	46	Long-Term
h4284	บ้าน	ขายบ้านพร้อมอยู่ ค้าขายได้ ทำเลดีมาก	18839	3900000	4000000	4000000	3500000	2	3	1	196	2	78	0	0		มือสอง	10	1	มกราคม	2550	ตะวันออกเฉียงเหนือ	ยางมะตอย	4 เมตร	ต่ำกว่าถนน	0.1	บ้านเดี่ยวสองชั้นสภาพดีพร้อมอยู่อาศัย 	20.0458187	99.8924559	จำนอง	ห่างจากตัวตลาดแม่จัน1กม.	111	เชียงราย	แม่จัน	ป่าตึง	57110	460280	นายหน้า	460280	นายหน้า	460280	นายหน้า	127	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			Defult/Defult.png	46	Long-Term
h4588	บ้าน	บ้านเชียงราย	85683	5000000	0	4000000	4000000	1	1	0	300	1	0	1	62		มือสอง	29	1	มกราคม	2533	ทิศตะวันออกเฉียงเหนือ	คอนกรีต	2 เมตร	สูงกว่าถนน		ใกล้นู่นนี่นั่นโน่น มีแมวด้วย	18.7952876	98.9620002	จำนอง	เซเว่น	111	เชียงราย	เมืองเชียงราย	ท่าสุด	57100	15	15	15		นายหน้า		0	0	0	0	0	1	0		0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		26/9/2019 18:09	ยังไม่ขาย	img_1575345081990.jpg	27	Long-Term
h4687	บ้าน	บ้าน4	6253215	6705000	0	7000000	6500000	2	3	2	920	2	0	2	30		มือสอง	11			2551	ทิศตะวันตกเฉียงใต้	คอนกรีต	8 เมตร	สูงกว่าถนน	0.1	-	7.6209081	100.0838804	ว่าง	ตลาดสดเทศบาลเมืองพัทลุง  วิทยาลัยเทคนิคพัทลุง	360	พัทลุง	เมืองพัทลุง	คูหาสวรรค์	93000	593534	593534	593534	เจ้าของ			0	1	1	1	0	1	0		1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0		18/11/2019 7:44	ยังไม่ขาย	Defult/Defult.png	59	Long-Term
